REGION,DISTRICT,TRANSACTION_DATE,AMOUNT,METER_NUMBER,ACCOUNT_NUMBER,TRANSACTION_ID,TELCO,METRE_TYPE,METER_MAKE,Channels,PAYMENT_CHANNEL,Payment_Completed,Recharge_Fulfilled,Status,Status_Description,SPN,rechargeSource,Tracker
WESTERN,Sekondi ,04-05-1999,50,P191178552,747827631,5M89Z3CasHCy,vodafone,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204912043,mobile-app,1
VOLTA,Denu ,04-05-1999,50,121090120,730960637,5nszeqJmzffP,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
CENTRAL,Winneba ,04-05-1999,11,P201148795,754265045,5THXCxdz5nqX,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205540440,mobile-app,1
ASHANTI WEST,Danyame ,04-05-1999,200,281036548,717502800,5XXKxhCNjXPX,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA EAST,Adenta ,04-05-1999,40,P171025604,743479717,5ypE9C4J4ZGt,vodafone,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204464412,mobile-app,1
TEMA,North Tema ,04-05-1999,100,24012051686,711720693,62S9SXRNKBcq,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201193473,mobile-app,1
WESTERN,Axim ,08-05-1999,120,,704478060,ndhmdcaxcp,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
WESTERN,Takoradi ,08-05-1999,400,P191180137,714208312,NDP8DZxTwyK4,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201447812,mobile-app,1
ACCRA EAST,Roman Ridge ,03-05-1999,300,211305959,701267061,6TWgW2xDAn7a,vodafone,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA EAST,Dodowa ,08-05-1999,95,P201226032,752189839,NDpZxAnMB9KE,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205355100,mobile-app,1
ACCRA EAST,Legon ,03-05-1999,200,24911937241,748630407,6w4MWMRHY4SW,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204997216,mobile-app,1
WESTERN,Sekondi ,08-05-1999,25,P181123059,714676211,NEj6FfrpYECe,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201487739,mobile-app,1
WESTERN,Axim ,08-05-1999,110,,743307145,neqxbmadx4,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
VOLTA,Ho ,08-05-1999,105,,715432291,nezky9mpnb,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
WESTERN,Agona ,08-05-1999,30,24012000303,730875789,nF3ksRMkt7x9,vodafone,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203126257,mobile-app,1
ACCRA WEST,Korle-bu ,03-05-1999,10,P161196095,733491766,6xeA45xPYcSq,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203472057,mobile-app,1
ASHANTI WEST,Abuakwa ,08-05-1999,2000,13349595,720664191,nff6sj9s7z,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
TEMA,Krobo ,08-05-1999,50,24012173910,703274240,NFWHmNWHqZtZ,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200355302,USSD,1
ACCRA EAST,Roman Ridge ,08-05-1999,1000,19065437,713647600,NG4gQ9aNAByJ,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201388954,mobile-app,1
ACCRA WEST,Kaneshie ,08-05-1999,1000,24183364538,735013365,nGpt795dY22t,GUARANTY TRUST BANK,HUAWEI-WASION,PREPAID,MOBILE APP,card,1,1,success,,203390711,mobile-app,1
ACCRA EAST,Adenta ,03-05-1999,20,19078360,702469332,6yfKyk6DDYJq,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200252971,mobile-app,1
ACCRA EAST,Kwabenya ,08-05-1999,10,P151063225,700492243,nGqz4pzDAAYq,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200049312,mobile-app,1
WESTERN,Axim ,08-05-1999,150,271086832,704630311,nhb38ha2g9,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
TEMA,North Tema ,08-05-1999,20,24012037289,756627304,NhCTMfCRDFft,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205770635,mobile-app,1
CENTRAL,Twifo-Praso ,08-05-1999,85,241806060,706451947,nhd4adbnmk,ECG,POSTPAID,NON-SLT,NON-SLT,PowerApp Balance,1,0,success,,,offlineCashier,1
VOLTA,Akatsi ,09-05-1999,10,111019994,722481515,qyenkwnebp,ECG,POSTPAID,NON-SLT,POS,POS Balance,1,1,completed,,,offlineCashier,1
ACCRA EAST,Adenta ,22-04-1999,90,P201123589,748334822,B2S94r7Np4Jr,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204965887,mobile-app,1
ACCRA EAST,Roman Ridge ,22-04-1999,9,P201235158,750624312,b3NbSGpA8qBA,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205212452,mobile-app,1
ACCRA WEST,Ablekuma ,22-04-1999,3,P191147574,747770100,b4QGKsP2grXr,vodafone,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204905902,mobile-app,1
TEMA,Afienya ,04-05-1999,10,P161162919,742823582,62sxraBNtTqW,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204392563,mobile-app,1
TEMA,Nungua ,22-04-1999,30,P191054647,728838714,B5hGwmN7fm2N,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203027205,mobile-app,1
ACCRA EAST,Teshie ,22-04-1999,10,P181131706,730004505,B6Yd4x3NNktB,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203026023,mobile-app,1
ACCRA EAST,Mampong ,04-05-1999,20,P191040016,738612994,6AM6cqZpS7XQ,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203934461,mobile-app,1
TEMA,Afienya ,22-04-1999,100,P161188050,744726632,B76r6srfMGzr,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204595198,mobile-app,1
ACCRA WEST,Ablekuma ,22-04-1999,100,P191035364,744502613,b7nbfwPTBG9x,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204572110,mobile-app,1
TEMA,Ashaiman ,18-02-1999,30,P191061088,746489487,26PqXCKwz9,vodafone,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,204777953,mobile-app,1
TEMA,Nungua ,22-04-1999,100,P191104210,738716174,B7NGTXE4kqzm,vodafone,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203948796,mobile-app,1
ACCRA EAST,Legon ,22-04-1999,5,P201118920,748074331,b9dYWWwNQP2y,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204938364,mobile-app,1
ACCRA EAST,Legon ,22-04-1999,10,24203174289,702543105,BaRZZKMXckNB,mtn,MMS-WASION,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200275304,mobile-app,1
ACCRA WEST,Ablekuma ,22-04-1999,20,P191136356,729950937,BBaJjf7ewdkT,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202981738,mobile-app,1
TEMA,Krobo ,22-04-1999,10,54112196479,703254825,bCrmHf64sPp8,mtn,MMS-CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200859785,mobile-app,1
TEMA,Afienya ,22-04-1999,20,P171046282,744907918,bdByj2DbYDjq,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204614827,mobile-app,1
ACCRA WEST,Bortianor ,22-04-1999,100,P191132386,753921970,BdqhMPnzkmfR,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205512142,mobile-app,1
TEMA,North Tema ,22-04-1999,50,P191142080,751170685,bdZ6nng45KXB,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205260983,mobile-app,1
ACCRA WEST,Ablekuma ,22-04-1999,10,P191037107,728654438,BgMP7qrZ9ydn,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202949637,mobile-app,1
ACCRA WEST,Korle-bu ,19-02-1999,20,P191113403,750809891,26Pr84Rksq,airteltigo,CLOU,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,205230900,mobile-app,1
ACCRA EAST,Teshie ,23-04-1999,50,P6326965,731293615,NybfEdex2z63,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203172283,mobile-app,1
ACCRA WEST,Amasaman ,23-04-1999,7,P191118195,707505106,NzG77Ss4WyAd,vodafone,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200753971,mobile-app,1
ACCRA EAST,Legon ,23-04-1999,30,141100586,702478727,p2AGpjPf4Qey,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200261914,mobile-app,1
ACCRA EAST,Legon ,23-04-1999,150,P181128453,745938929,P3RrsZRRPnCr,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204723094,mobile-app,1
TEMA,Ashaiman ,23-04-1999,30,P191128661,712445971,P4eYafnP7hK6,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201265141,mobile-app,1
TEMA,South Tema ,23-04-1999,10,P191047099,712530738,P4M6bWw58yEc,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201277049,mobile-app,1
TEMA,South Tema ,23-04-1999,1,P191058655,712712776,p5WYnZMdxA89,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201297407,mobile-app,1
TEMA,North Tema ,23-04-1999,100,P191127967,711611665,P6wZn3JsCMkZ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201182992,mobile-app,1
ASHANTI EAST,Ejisu ,04-04-1999,300,101060533,731772809,7000898146,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Kwabre ,04-04-1999,100,241771758,723356041,7000898191,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Teshie ,23-04-1999,20,P181130628,729196621,P7wbs2bdPwby,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203052741,mobile-app,1
ACCRA EAST,Legon ,23-04-1999,200,54130204628,702328012,paRr9JHXp7N8,mtn,MMS-CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200234291,mobile-app,1
ASHANTI EAST,Kwabre ,04-04-1999,2000,961279589,719662883,7000898440,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Nungua ,29-04-1999,100,P191155347,712187408,5zYkWJytx2g5,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201240409,mobile-app,1
ACCRA WEST,Nsawam ,23-04-1999,50,P16340632,736154501,pBaWjYdfaWrG,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203668203,mobile-app,1
WESTERN,Sekondi ,23-04-1999,20,P191181691,714458316,pbJRXzn8a88C,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201472398,mobile-app,1
TEMA,Nungua ,29-04-1999,2,P191085367,727263340,62yj2BTA8XqD,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202750836,mobile-app,1
EASTERN,Akim Oda ,04-04-1999,100,201294827,721471735,7000898771,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
TEMA,Prampram ,29-04-1999,100,P161200379,739206571,6347zfxGgzxW,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204002426,mobile-app,1
CENTRAL,Cape-Coast ,04-04-1999,600,141142856,742198560,7000898937,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Mampong ,25-04-1999,5,P191179842,748470293,WZEmG9E5WQK4,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204980197,mobile-app,1
ACCRA WEST,Bortianor ,25-04-1999,20,P16340774,741339494,x3WGwJnrgsEW,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204231872,mobile-app,1
ASHANTI EAST,Kwabre ,26-04-1999,50,141280055,755931081,7001523791,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Asamankese ,26-04-1999,325,191080147,752141701,7001523810,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Afienya ,25-04-1999,20,P191137490,738428747,x3YtdEMhmJQE,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203918454,mobile-app,1
TEMA,Ashaiman ,25-04-1999,1000,P16336454,744281413,X6N2gf358byx,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204548697,mobile-app,1
ASHANTI EAST,Kwabre ,26-04-1999,300,201293629,728143933,7001523814,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Legon ,25-04-1999,40,P181173756,743885849,X6YkRxFZADRJ,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204507402,mobile-app,1
ACCRA WEST,Korle-bu ,25-04-1999,19,P19322187,733212215,x9aDWhKME6ec,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203279114,mobile-app,1
ACCRA WEST,Achimota ,26-04-1999,300,P18317960,734644376,7001523832,afrifanom,KAMSTRUP 2,PREPAID,MOBILE APP,OLTPV,1,1,success,,203597573,oltpv,1
ACCRA EAST,Adenta ,25-04-1999,30,P151063715,728287021,xBAgXDmTabMp,airteltigo,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202860058,mobile-app,1
TEMA,South Tema ,25-04-1999,2,P191058832,712383451,XetXw7xyjHgp,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201259395,mobile-app,1
ACCRA WEST,Nsawam ,26-04-1999,200,151131458,735699899,7001523836,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
EASTERN,Akim Oda ,25-04-1999,70,261137730,723920329,XEX6HahynkKK,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA EAST,Makola ,25-04-1999,50,P161209001,713274230,xFkbz9ZSGTEY,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201350388,mobile-app,1
TEMA,North Tema ,25-04-1999,100,P19322598,711792835,XFn2fHjFswt8,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201201316,mobile-app,1
TEMA,South Tema ,25-04-1999,40,P19310491,712352051,Xftnqw7RMmTE,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201256326,mobile-app,1
CENTRAL,Kasoa South ,26-04-1999,300,291111337,706359160,7001523842,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Teshie ,25-04-1999,20,P6330370,729061096,xJ9cZnFXGTQT,mtn,ALPHA POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203019007,mobile-app,1
ACCRA EAST,Dodowa ,29-04-1999,90,P16349504,740682315,63tb7gqWZyt7,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204160721,mobile-app,1
VOLTA,Sogakope ,04-04-1999,150,8640451,723545970,7000899218,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA WEST,Dansoman ,01-04-1999,20,P171030549,734987826,EAFxGRADCFsr,mtn,Aimir,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203378401,mobile-app,1
WESTERN,Tarkwa ,20-02-1999,50,2462482,703915107,BYGPhyW4JN,mtn,POSTPAID,NON-SLT,NON-SLT,mobilemoney,1,1,completed,,,mobile-app,1
ACCRA EAST,Adenta ,19-02-1999,5,P151067764,728232584,ByQAHwNdP9,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,202854670,mobile-app,1
EASTERN,New Abirem ,02-05-1999,370,271138192,720371505,7001623479,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
EASTERN,Asesewa ,02-05-1999,50,151137939,737287881,7001623480,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
ASHANTI WEST,Bibiani ,02-05-1999,200,171078597,704780471,7001623481,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
VOLTA,Sogakope ,02-05-1999,200,191113634,747559036,7001623482,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
EASTERN,Koforidua ,19-02-1999,20,P161191142,745551633,bZayRGHQXt,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204682674,mobile-app,1
TEMA,Krobo ,02-05-1999,100,141015741,737846373,7001623483,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
TEMA,Afienya ,26-04-1999,30,P16339808,712607931,bZTnKQA7eG3p,vodafone,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201280928,mobile-app,1
VOLTA,Jasikan ,02-05-1999,200,201288804,755084341,7001623484,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
TEMA,North Tema ,19-02-1999,5,P191126277,711500121,c2Kp8Gsmaf,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201172554,mobile-app,1
TEMA,South Tema ,19-02-1999,38,P191046257,730715806,c3SeTXTJFn,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203108879,mobile-app,1
WESTERN,Takoradi ,02-05-1999,100,24912012317,739116023,7001623485,afrifanom,MMS-WASION,PREPAID,MOBILE APP,OLTPV,1,1,success,,203992573,oltpv,1
VOLTA,Denu ,26-04-1999,300,201328844,755319792,7001523843,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,Nungua ,19-02-1999,50,P191053317,747206421,C4GjtrHAne,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204846972,mobile-app,1
ACCRA WEST,Ablekuma ,19-02-1999,1,P191167008,749758979,C4XgcPtSaD,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205120149,mobile-app,1
TEMA,South Tema ,19-02-1999,20,P191163908,749167847,c5GkGzAgrJ,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205055037,mobile-app,1
ACCRA EAST,Dodowa ,26-04-1999,350,131026205,730610743,7001523846,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Juabeso ,26-04-1999,700,181010389,704183389,7001523850,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
CENTRAL,Cape-Coast ,02-05-1999,115,98651498,707851361,7001623486,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,0,paid,,,oltpv,1
ACCRA EAST,Legon ,26-04-1999,1,18010282,702461728,M9MxGpYtsraZ,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200246634,mobile-app,1
ASHANTI WEST,Abuakwa ,04-04-1999,400,131139645,717595612,7000899683,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Effiduase ,04-04-1999,600,131336901,720857520,7000899903,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Legon ,26-04-1999,15,18016657,702462561,MaARKqm4GpDg,vodafone,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200248515,mobile-app,1
TEMA,Prampram ,29-04-1999,200,P201123261,746288976,65A6eKRe7MTQ,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204758053,mobile-app,1
ACCRA WEST,Bortianor ,26-04-1999,2,P191057724,745936460,MarbgcxMKwns,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204722839,mobile-app,1
ACCRA EAST,Legon ,26-04-1999,1,18013586,702462946,mbfGFESyN5yq,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200247745,mobile-app,1
ACCRA WEST,Achimota ,26-04-1999,70,P201123849,748619509,MCNzJG23nNc3,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204996018,mobile-app,1
ACCRA EAST,Legon ,26-04-1999,40,18015273,702462989,mCWhdWgsDj54,mtn,KAMSTRUP,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200247888,mobile-app,1
TEMA,Afienya ,26-04-1999,20,P161168042,737365669,mdmXMBEKSNHd,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203801938,mobile-app,1
TEMA,South Tema ,26-04-1999,10,P191074967,712663251,mdRhebB584xx,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201290720,mobile-app,1
ACCRA EAST,Mampong ,26-04-1999,25,P161109628,701750486,MDwGe8BDHcDd,mtn,SECURE METERS LTD,PREPAID,MOBILE APP,mobilemoney,1,1,success,,200176497,mobile-app,1
TEMA,South Tema ,29-04-1999,20,P191058812,712694234,67EKCMM2yBMr,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201292046,mobile-app,1
ASHANTI WEST,Offinso ,04-04-1999,650,201195094,717066693,7000900156,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
ACCRA EAST,Adenta ,26-04-1999,250,P17307713,743786680,mE6cmDxPn6Ga,mtn,KAMSTRUP 2,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204497140,mobile-app,1
ACCRA WEST,Achimota ,26-04-1999,9,P201239567,750023863,Me8hYJGjMsmE,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205148651,mobile-app,1
ASHANTI WEST,Abuakwa ,04-04-1999,500,211332108,724059823,7000900269,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI EAST,Effiduase ,04-04-1999,2460,251096450,724531879,7000900718,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI SOUTH,Obuasi ,04-04-1999,700,981012005,721707795,7000901108,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
VOLTA,Kpeve ,30-04-1999,7,271110704,720067044,7001602902,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,0,paid,,,oltpv,1
TEMA,Afienya ,19-02-1999,20,P191141085,750079752,26Raetc83M,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,0,unknown,,205154545,mobile-app,1
TEMA,North Tema ,28-04-1999,20,P191043348,748048896,WfPzcFkMgxwE,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204935769,mobile-app,1
ACCRA WEST,Dansoman ,28-04-1999,100,P201227260,750878973,wgFhbhGDj9j6,STANDARD CHARTERED BANK,Nuri,PREPAID,MOBILE APP,card,1,1,success,,205237911,mobile-app,1
ACCRA WEST,Korle-bu ,28-04-1999,200,P191172003,747820225,WgsGKeNbgPtk,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204911346,mobile-app,1
TEMA,South Tema ,28-04-1999,5,P191075521,712739287,WGtrxMCpWYbY,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201297944,mobile-app,1
ACCRA WEST,Korle-bu ,28-04-1999,20,P161189574,733488168,WjfSCh2hmwTs,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203295004,mobile-app,1
ACCRA WEST,Bortianor ,28-04-1999,20,P171061534,745440107,WMapwBe6G8Ks,mtn,MBH POWER,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204671398,mobile-app,1
ACCRA WEST,Ablekuma ,28-04-1999,20,P191119293,749017309,wMd3R866hx3w,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205038810,mobile-app,1
ACCRA WEST,Bortianor ,28-04-1999,100,P191146956,728794957,wMKy6fdpKWef,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,203001352,mobile-app,1
VOLTA,Ho ,26-04-1999,300,281076671,715301301,7001523857,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
CENTRAL,Winneba ,28-04-1999,100,1803000078,713070546,wnEdtewTk9y5,mtn,KAIFA,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201328164,mobile-app,1
ACCRA EAST,Legon ,28-04-1999,30,P20324945,749636385,wNpPdxahsRpA,mtn,Nuri,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205106914,mobile-app,1
TEMA,Afienya ,28-04-1999,90,P191063700,745988035,wpqMtDcXtbna,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,204728166,mobile-app,1
TEMA,Afienya ,28-04-1999,95,P191133940,750855531,WrBb9mCJgfhM,mtn,CLOU NEW,PREPAID,MOBILE APP,mobilemoney,1,1,success,,205235585,mobile-app,1
ACCRA WEST,Dansoman ,26-04-1999,120,P201244707,734736811,7001523866,afrifanom,Nuri,PREPAID,MOBILE APP,OLTPV,1,1,success,,203258516,oltpv,1
WESTERN,Tarkwa ,26-04-1999,300,271084415,704457698,7001523887,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
WESTERN,Agona ,26-04-1999,350,141036110,731622710,7001523891,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
ASHANTI WEST,Offinso ,26-04-1999,141,191042366,736899461,7001523892,afrifanom,POSTPAID,NON-SLT,NON-SLT,OLTPV,1,1,completed,,,oltpv,1
TEMA,South Tema ,26-04-1999,10,P191044824,712447172,29NTMztwJc3R,mtn,CLOU,PREPAID,MOBILE APP,mobilemoney,1,1,success,,201265552,mobile-app,1
VOLTA,Sogakope ,17-04-1999,30,121096338,715831712,7001235212,AfrifanomPosAgent,POSTPAID,NON-SLT,POS,OLTPV,1,1,completed,,,oltpv,1
